titre,date,editeur,fichier 
"Cook book 365, no. 2",1915,[Cleveland] The Burrows bros. co.,1915_Cookbook365no2.txt
"A second course in homemaking, with two hundred inexpensive cooking receipts",1915,"New York, Century Co.",1915_Asecondcourseinhomem.txt
Larkin housewives' cook book; good things to eat and how to prepare them;,1915,"Buffalo, Chicago [etc.] Larkin co",1915_Larkinhousewivescook.txt
Low cost cooking,1915,"Chicago, American school of home economics",1915_Lowcostcooking.txt
Can't fail cook book,1915,"[Seattle, John Vittucci company",1915_Cantfailcookbook.txt
Pan-Pacific cook book; savory bits from the world's fare,1915,"San Francisco, Blair-Murdock Co.",1915_PanPacificcookbooksa.txt
The fun of cooking; a story for boys and girls,1915,"New York, Century Co.",1915_Thefunofcookingastor.txt
Cooking in the vocational school as training for home making,1915,Washington : Govt. print. off.,1915_Cookinginthevocation.txt
The Court of honor cook book ..,1915,"Denver, Col., J. D. Dillenback",1915_TheCourtofhonorcookb.txt
Low cost cooking,1915,"Chicago, American school of home economics",1915_Lowcostcooking.txt
The Fun of Cooking: A Story for Boys and Girls,1915,Century Co.,1915_TheFunofCookingAStor.txt
Vegetarian supplement to Scientific feeding,1915,"Oakland, Cal., Buckner printing co., printers",1915_Vegetariansupplement.txt
"How to use left-overs, issued by Mayor Mitchel's Committee on food supply",1915,[New York],1915_Howtouseleftoversiss.txt
Efficiency in the household : a book for every woman,1915,"Garden City, N.Y. : Doubleday, Page & Co.",1915_Efficiencyinthehouse.txt
Continental cookery for the English table,1915,London : S. Paul,1915_Continentalcookeryfo.txt
"Left-overs made palatable. How to cook odds and ends of food into appetizing dishes; a manual of practical economy of money, time and labor in the preparation and use of food ..",1915,"New York, O. Judd company",1915_Leftoversmadepalatab.txt
"Benson woman's club cook book, containing over four hundred of our own and our friends' choice recipes, collected and comp",1915,"Omaha, Douglas printing co.",1915_Bensonwomansclubcook.txt
"Baking Powder: A Healthful, Convenient, Leavening Agent",1915,The Common Wealth Press,1915_BakingPowderAHealthf.txt
An outline on the history of cookery,1915,"New York, Teachers college, Columbia university",1915_Anoutlineonthehistor.txt
Low cost cooking,1915,Chicago : American school of home economics,1915_Lowcostcooking.txt
"One hundred & twenty-five recipes; bread, cakes & pies",1915,"[New York, Dempsey printing co.",1915_Onehundredtwentyfive.txt
The Philadelphia New century club book of recipes,1915,"Philadelphia, The John C. Winston company",1915_ThePhiladelphiaNewce.txt
Journal of home economics,1915,Washington [etc.] American Home Economics Association,1915_Journalofhomeeconomi.txt
What my children love to eat; how to prepare the menus,1915,"New York, L. A. Noble",1915_Whatmychildrenloveto.txt
Delicious dishes,1915,[Denver] The Morey mercantile company,1915_Deliciousdishes.txt
Helpful hints for housewives ..,1915,"[Denver, Publishers press room and bindery co.]",1915_Helpfulhintsforhouse.txt
Food products,1915,"New York, Macmillan",1915_Foodproducts.txt
World's fair menu and recipe book; a collection of the most famous menus exhibited at the Panama-Pacific International Exposition,1915,San Francisco : The Lehner and Sefert Publishing co.,1915_Worldsfairmenuandrec.txt
How to use left-overs,1915,[New York],1915_Howtouseleftovers.txt
En tour; the Westfield domestic science school and household appliance exposition,1915,"[New York, Isaac H. Blanchard company, printers]",1915_EntourtheWestfielddo.txt
Course in domestic science,1915,[Cincinnati],1915_Courseindomesticscie.txt
"Bohemian-American cook book, tested and practical recipes for American and Bohemian dishes;",1915,"Omaha, Neb., National printing co.",1915_BohemianAmericancook.txt
Efficiency in the household : a book for every woman,1915,"Garden City, N.Y. : Doubleday, Page & Co.",1915_Efficiencyinthehouse.txt
The something-different dish,1915,"Philadelphia, D. MacKay",1915_Thesomethingdifferen.txt
Low Cost Cooking,1915,American school of home economics,1915_LowCostCooking.txt
The school kitchen textbook : lessons in cooking and domestic science for the use of elementary schools,1915,"Boston : Little, Brown",1915_Theschoolkitchentext.txt
The school kitchen textbook : lessons in cooking and domestic science for the use of elementary schools,1915,"Boston : Little, Brown",1915_Theschoolkitchentext.txt
The West Bend cook book,1915,"Lake Mills, Wis., Hattie E. Crump",1915_TheWestBendcookbook.txt
"Food and feeding in health and disease, a manual of practical dietetics",1915,Toronto McAinsh,1915_Foodandfeedinginheal.txt
"Baking Powder: A Healthful, Convenient, Leavening Agent",1915,The Common Wealth Press,1915_BakingPowderAHealthf.txt
The Belgian cook-book,1915,"New York, E. P. Dutton & company",1915_TheBelgiancookbook.txt
Good things to eat; being a collection of recipes which have passed the crucial test of experience,1915,"Dayton, Ohio, The Otterbein press",1915_Goodthingstoeatbeing.txt
Dainty desserts for dainty people : Knox gelatine,c1915,"Johnstown, N.Y. : Charles B. Knox Co.",c1915_Daintydessertsfordai.txt
Efficiency in home-making and first-aid to good cooking,1915,"Washington, D.C., Robertson",1915_Efficiencyinhomemaki.txt
Food and cookery; handbook for teachers and pupils for use in cooking classes and demonstrations,1915,"Loma Linda, Cal., The College press",1915_Foodandcookeryhandbo.txt
Modern practical cake baking,1915,"Palo Alto, Cal., Times publishing company",1915_Modernpracticalcakeb.txt
Bread making and bread baking,1915,Minneapolis,1915_Breadmakingandbreadb.txt
Hobart Boulevard cook book,1915,Los Angeles,1915_HobartBoulevardcookb.txt
The Belgian cook-book,1915,"London, W. Heinemann",1915_TheBelgiancookbook.txt
A handbook of gastronomy (Physiologie du goût),1915,"Boston, Houghton Mifflin",1915_Ahandbookofgastronom.txt
Directions for making chocolate candy at home with Hall's home outfit ..,1915,"[New Haven, The Tuttle, Morehouse & Taylor company",1915_Directionsformakingc.txt
"A calendar of dinners, with 615 recipes",1915,"[Richmond, L. H. Jenkins, printer]",1915_Acalendarofdinnerswi.txt
The nature cure cook book and A B C of natural dietetics,1915,"Chicago, The Nature cure publishing co",1915_Thenaturecurecookboo.txt
Salmon cook book : how to eat canned salmon,1915?],[San Francisco? : s.n.,1915_Salmoncookbookhowtoe.txt
Peoria women's cook book,1915,"Peoria, Ill. : J.W. Franks & Sons",1915_Peoriawomenscookbook.txt
Cookery Book Good And Tried Receipts,1915,,1915_CookeryBookGoodAndTr.txt
"Sunkist recipes, oranges-lemons",c1916,"Los Angeles, Cal. : California Fruit Growers Exchange",c1916_Sunkistrecipesorange.txt
Westminster Church cook book,1916?],"[Sacramento, Calif.? : s.n.",1916_WestminsterChurchcoo.txt
Canning and how to use canned foods,1916,"Washington, D.C., National Canning Association",1916_Canningandhowtouseca.txt
The new cookery,1916,"Battle Creek, Mich., The Good health publishing co",1916_Thenewcookery.txt
"The ""original book"", ""the way to a man's heart""; choice recipes",1916,"Denver, Col., The Smith-Brooks printing co",1916_Theoriginalbookthewa.txt
A laboratory manual of foods and cookery,1916,"New York, The Macmillan company",1916_Alaboratorymanualoff.txt
Crowley's hygiene of school life,[1916],"London, Methuen",1916_Crowleyshygieneofsch.txt
Household wisdom;,1916,"Washington, D.C",1916_Householdwisdom.txt
From house to house; a book of odd recipes from many homes,1916,"New York, E.P. Dutton",1916_Fromhousetohouseaboo.txt
The school kitchen textbook : lessons in cooking and domestic science for the use of elementary schools,1916,"Boston : Little, Brown",1916_Theschoolkitchentext.txt
"Housewives favorite recipes for cold dishes, dainties, chilled drinks, etc.",1916,"[St. Paul, Press of Louis F. Dow co.]",1916_Housewivesfavoritere.txt
The Wingold cook book,1916,"Winona, Minn., Jones & Kroeger co., printers",1916_TheWingoldcookbook.txt
Club House cook book,1916,"Reading, Pa. : [Woman's Club]",1916_ClubHousecookbook.txt
Personal hygiene and physical training for women,1916,"Philadelphia, Saunders",1916_Personalhygieneandph.txt
Echos of southern kitchens,1916,Los Angeles,1916_Echosofsouthernkitch.txt
"Just a few tried and true receipts : being a manuscript cookbook printed and sold for the benefit of the Providence Day Nursery Association and social settlement work in the city of Providence, Rhode Island",1916,"Providence, Rhode Island : Standard Printing Company",1916_Justafewtriedandtrue.txt
F.S. & P.I. / Recipes for the preparation of the dasheen,1916,,1916_FSPIRecipesforthepre.txt
Feeding the family,1916,"New York, The Macmillan company",1916_Feedingthefamily.txt
"Recipes, Grandview Congregational Church",1916,"[Columbus, O.?] Pub. by the Ladie's Aid Society",1916_RecipesGrandviewCong.txt
Pop corn recipes,1916,"Grinnell, Iowa, Sam Nelson, jr., company",1916_Popcornrecipes.txt
A laboratory manual of foods and cookery,1916,"New York, The Macmillan company",1916_Alaboratorymanualoff.txt
A-B-C of cooking,1916,"New York & London, Harper & brothers",1916_ABCofcooking.txt
"Salads, sandwiches and chafing dish recipes",1916,"Philadelphia, D. McKay",1916_Saladssandwichesandc.txt
Elementary household chemistry; an introductory textbook for students of home economics,1916,New York Macmillan,1916_Elementaryhouseholdc.txt
The Calumet cook book,1916,"Chicago, Calumet baking powder co",1916_TheCalumetcookbook.txt
"Allied cookery, British, French, Italian, Belgian, Russian",1916,New York and London : G.P. Putnam's sons,1916_AlliedcookeryBritish.txt
The care of the body,1916,"London, Methuen",1916_Thecareofthebody.txt
May Byron's Vegetable Book: Containing Over 750 Recipes for the Cooking and ...,1916,Hodder and Stoughton,1916_MayByronsVegetableBo.txt
"Food values, what they are, and how to calculate them",1916,"London, Routledge",1916_Foodvalueswhattheyar.txt
Mt. Lebanon to Vermont; autobiography of George Haddad,c1916],"[Rutland, Vt., The Tuttle Co.",c1916_MtLebanontoVermontau.txt
Hygiene for nurses,1916,"New York, MacMillan",1916_Hygienefornurses.txt
"Manual for the essence industry; comprising the most modern methods for making all kinds of essences for liquors, brandies, liqueurs, and all alcoholic drinks, fruit-juices, fruit-wines and jams. Also, manufacturing mineral waters; essences of fruits and other vegetable raw materials; fancy lemonades of every kind; essences for confectionery, pastry, and the kitchen; manufacturing colors and perfumes, as well as cosmetics and soap perfumes, with a full description of raw materials and of laboratory practice",1916,"New York, John Wiley & Sons, inc; [etc., etc.]",1916_Manualfortheessencei.txt
The Myrtle Reed cookbook,c1916,New York : G.P. Putnam's Sons,c1916_TheMyrtleReedcookboo.txt
"Salads, sandwiches and chafing dish recipes",[c1916],"Philadelphia, D. McKay",c1916_Saladssandwichesandc.txt
Buffalo Cookery: A Collection of Choice Recipes Carefully Selected and ...,1916,Brown & Whitaker,1916_BuffaloCookeryAColle.txt
Elements of the theory and practice of cookery; a textbook of domestic science for use in schools,1916,"New York : The Macmillan Company; London, Macmillan & Co., ltd.",1916_Elementsofthetheorya.txt
Feeding the family,1916,"New York, The Macmillan company",1916_Feedingthefamily.txt
Milk and its hygienic relations,1916,"London, Longmans",1916_Milkanditshygienicre.txt
Changes in the food supply and their relation to nutrition,1916,"New Haven, Yale Univ. Press",1916_Changesinthefoodsupp.txt
"Nyal cook book, practical recipes that have been tested in actual use",1916,"Detroit, Nyal Company",1916_Nyalcookbookpractica.txt
"Twenty lessons in domestic science : a condensed home study course : marketing, food principals [sic], functions of food, methods of cooking, glossary of usual culinary terms, pronunciations and definitions, etc.",c1916,[Chicago? : M.C. Fisher?],c1916_Twentylessonsindomes.txt
Journal of home economics,1916,Washington [etc.] American Home Economics Association,1916_Journalofhomeeconomi.txt
Wholesome cooking; a practical book for a practical cook; two hundred well-tested recipes,1916,"Chicago, New York, Rand, McNally & company",1916_Wholesomecookingapra.txt
"Twenty lessons in domestic science : a condensed home study course, glossary of usual culinary terms, pronunciations and definitions, marketing, food principles, functions of food, methods of cooking, etc.",1916,[S.l. : s.n.],1916_Twentylessonsindomes.txt
Food for the traveler : what to eat and why,c1916,"Oakland, Calif. : R. S. Kitchner",c1916_Foodforthetravelerwh.txt
A laboratory manual of foods and cookery,1916,New York : The Macmillan company,1916_Alaboratorymanualoff.txt
"The healthy marriage, a medical and psychological guide for wives",1916,"Toronto, MacMillan",1916_Thehealthymarriageam.txt
"A simple course in home economics for rural schools, with suggestions for the school noon lunch",1916,"Austin, Tex., The University",1916_Asimplecourseinhomee.txt
True food values and their low costs,1916,"New York, Sully and Kleinteich",1916_Truefoodvaluesandthe.txt
Mary Jane's cook book,c1916,[Boston] : Boston Traveler,c1916_MaryJanescookbook.txt
"Memoranda on some medical diseases in the Mediterranean war area, with some sanitary notes",1916,"London, H.M. Stationery off.",1916_Memorandaonsomemedic.txt
Attractive menus,1916,"[Bay City, Mich., Printed by A. E. Ripley]",1916_Attractivemenus.txt
Food and health; an elementary textbook of home making,1916,"New York, The Macmillan company",1916_Foodandhealthaneleme.txt
Food and health; an elementary textbook of home making,1919 [c1916],"New York, Macmillan",1919c1916_Foodandhealthaneleme.txt
The Picayune Creole cook book,1916,"New Orleans, La., The Times-Picayune",1916_ThePicayuneCreolecoo.txt
"Allied cookery, British, French, Italian, Belgian, Russian",1916,"New York, London, G. P. Putnam's sons",1916_AlliedcookeryBritish.txt
May Byron's Vegetable Book: Containing Over 750 Recipes for the Cooking and Preparation of ...,1916,Hodder and Stoughton,1916_MayByronsVegetableBo.txt
On the chemical constitution of the proteins of wheat flour and its relation to baking strength ..,1916,"Easton, Pa., Eschenbach Printing Co.",1916_Onthechemicalconstit.txt
My bride's book,1916,"[Kansas City, Mo., D. Wells Williams publishing company",1916_Mybridesbook.txt
Rural hygiene,1916,"New York, MacMillan",1916_Ruralhygiene.txt
"School hygiene, the laws of health in relation to school life;",1916,"New York, Macmillan",1916_Schoolhygienethelaws.txt
Practical dietetics with reference to diet in disease,1916,"Mount Vernon, N.Y., A.F. Pattee",1916_Practicaldieteticswi.txt
Elements of the theory and practice of cookery;,1916,"New York, The Macmillan company;",1916_Elementsofthetheorya.txt
The Fredericksburg home kitchen cook book,1916,"[Fredericksburg, Tex.] : Ladies Auxiliary of Fredericksburg, Texas",1916_TheFredericksburghom.txt
Mt. Lebanon to Vermont; autobiography of George Haddad,1916,"[Rutland, Vt., The Tuttle Co.",1916_MtLebanontoVermontau.txt
A laboratory manual of foods and cookery,1916,"New York, The Macmillan company",1916_Alaboratorymanualoff.txt
True food values and their low costs,1916,"New York, Sully and Kleinteich",1916_Truefoodvaluesandthe.txt
Agriculture in Canada; modern principles of agriculture applicable to Canadian farming to yield greater profit,1916,Toronto W. Rennie,1916_AgricultureinCanadam.txt
Food combinations and methods of cooking,1916,"Washington, D.C., Life and health",1916_Foodcombinationsandm.txt
First lessons in cooking;,1916,"Ft. Dodge, Iowa, Messenger ptg. co",1916_Firstlessonsincookin.txt
A laboratory manual of foods and cookery,1916,"New York, The Macmillan company",1916_Alaboratorymanualoff.txt
The Otterbein cook book ..,1916,"Dayton, Ohio, The Otterbein press",1916_TheOtterbeincookbook.txt
Klever kinks in kookery,1916,"Kansas City, Mo., Missouri dairy company",1916_Kleverkinksinkookery.txt
Successful canning and preserving;,1917,"Philadelphia London, J.B. Lippincott company",1917_Successfulcanningand.txt
Why and how to use salt and smoked fish,1917,"[Washington, Govt. print. off.",1917_Whyandhowtousesaltan.txt
The Handy cook book,1917,"Kansas City, Mo., Neel & son",1917_TheHandycookbook.txt
Three short courses in home making,1917,Washington : Govt. Printing Office,1917_Threeshortcoursesinh.txt
Practical food economy,1917,"Boston, Little, Brown",1917_Practicalfoodeconomy.txt
Woman's Institute library of cookery,1917,"Scranton, Pa",1917_WomansInstitutelibra.txt
A manual of personal hygiene,[1917],Boston : Ginn,1917_Amanualofpersonalhyg.txt
The East Milwaukee cook-book,1917,"[Milwaukee, Printed by Germania publishing co.]",1917_TheEastMilwaukeecook.txt
Chinese cook book,1917,"[Morris, Ill., V. Galster]",1917_Chinesecookbook.txt
"A new book of cookery : eight hundred and sixty recipes, covering the whole range of cookery",1917,"Boston : Little, Brown",1917_Anewbookofcookeryeig.txt
The Practical cookbook : a book of economical recipes,1917,Boston : Ginn,1917_ThePracticalcookbook.txt
Low-cost meals for high-cost times ..,1917,"Philadelphia, The New housekeeping department, The Ladies' home journal",1917_Lowcostmealsforhighc.txt
Cook Book: Helpful Recipes for War Time,1917,North Shore Breeze,1917_CookBookHelpfulRecip.txt
"The Boston Cooking-school cook book; two thousand one hundred and seventeen recipes covering the whole range of cookery, and one hundred and thirty-two half-tone illustrations",1917,"Boston, Little, Brown",1917_TheBostonCookingscho.txt
Economy in the buying and preparation of meats,1917,[Chicago] Wilson & co.,1917_Economyinthebuyingan.txt
Economical diet and cookery in time of emergency,1917,"New York city, Teachers college, Columbia university",1917_Economicaldietandcoo.txt
The baby's food : recipes for the preparation of food for infants and children,1917,"Philadelphia, London, W.B. Saunders Co.",1917_Thebabysfoodrecipesf.txt
"Extracts from Manual for army cooks : July, 1917",1917,Washington : Govt. Print. off.,1917_ExtractsfromManualfo.txt
Food and cookery,1917,"Mountain View, Cal., Kansas City, Mo. [etc.] Pacific press publishing association",1917_Foodandcookery.txt
American Red cross text-book on home dietetics,1917,"Philadelphia, P. Blakiston's son & co",1917_AmericanRedcrosstext.txt
The baby's food : recipes for the preparation of food for infants and children,1917,"Philadelphia, London : W. B. Saunders company",1917_Thebabysfoodrecipesf.txt
Fats and oils in cookery. Cooking temperatures,1917,"Urbana, The University of Illinois",1917_Fatsandoilsincookery.txt
The New Orleans Federation of Clubs cook book,1917,New Orleans,1917_TheNewOrleansFederat.txt
One hundred and one practical non-flesh recipes,1917,"London ; New York : Longmans, Green and Co.",1917_Onehundredandoneprac.txt
The Southern Cross Domestic Science,1917,,1917_TheSouthernCrossDome.txt
Larkin housewives' cook book : good things to eat and how to prepare them: five hundred and forty-eight recipes ...,1917,Buffalo : Larkin Co.,1917_Larkinhousewivescook.txt
"War-time cookery, practical recipes designed to aid in the conservation movement",1917,"Ypsilanti, Mich., The Ypsilanti press",1917_Wartimecookerypracti.txt
The national food and health book,1917,"Lincoln, Nebr., The National publishing company",1917_Thenationalfoodandhe.txt
"Manual for army cooks, 1916",1917,Washington : Govt. Print. off.,1917_Manualforarmycooks19.txt
Diabetic cookery; recipes and menus,[c1917],New York : E.P. Dutton & company,c1917_Diabeticcookeryrecip.txt
Fifty valuable and delicious recipes made with corn meal ..,1917,"[Aiken, S.C., The Aiken standard press",1917_Fiftyvaluableanddeli.txt
Liberty cook book,1917,[Los Angeles] Los Angeles city teachers club,1917_Libertycookbook.txt
Utilization of food; recipes,1917,"[Columbus?] Agricultural division, Ohio branch. Council of national defense",1917_Utilizationoffoodrec.txt
Kitchenette cookery,1917,"Boston, Little, Brown, and company",1917_Kitchenettecookery.txt
The effective small home,1917,New York : R. M. McBride & company,1917_Theeffectivesmallhom.txt
Food poisoning,[1917],"Chicago, Univ. Press",1917_Foodpoisoning.txt
The food problem,1917,"New York, The Macmillan company",1917_Thefoodproblem.txt
A book of original receipts,c1917],"[Lincoln, Ill., The Star Publishing Co.",c1917_Abookoforiginalrecei.txt
Fats and oils in cookery. Cooking temperatures,1917,"Urbana, The University of Illinois",1917_Fatsandoilsincookery.txt
Education in economy,1917,"Pomona, Cal., The author",1917_Educationineconomy.txt
Handbook of health in war and peace; a manual of personal preparedness,1917,New York,1917_Handbookofhealthinwa.txt
Journal of home economics,1917,Washington [etc.] American Home Economics Association,1917_Journalofhomeeconomi.txt
The Practical cookbook : a book of economical recipes,1917,Boston : Ginn,1917_ThePracticalcookbook.txt
"The national course in home economics; how to practice economy in the home, containing original suggestions on home milinery[!] home dressmaking, fancy work, home decorating, home laundry, home gardening, home cooking, etc., etc.",1917,[Chicago?] National School of Home Economics,1917_Thenationalcourseinh.txt
Thirty cent bread; how to escape a higher cost of living,1917,"New York, George H. Doran company",1917_Thirtycentbreadhowto.txt
Universal food guide and science of eating for health ..,1917,"Portland, Or., Paragon printing co.",1917_Universalfoodguidean.txt
United States food leaflet,1917,[Washington] : U.S. Food Administration.,1917_UnitedStatesfoodleaf.txt
The food problem,1917,"New York, The Macmillan company",1917_Thefoodproblem.txt
Food for the Worker: The Food Values and Cost of a Series of Menus and ...,1917,Whitcomb & Barrows,1917_FoodfortheWorkerTheF.txt
The mess officer's assistant,1917,Fort Leavenworth [Kan.] U.S. Cavalry Association,1917_Themessofficersassis.txt
The baby's food: recipes for the preparation of food for infants and children,1917,"Philadelphia London, Saunders",1917_Thebabysfoodrecipesf.txt
The adequacy and economy of some city dietaries,1917,"New York, Bureau of food supply, the New York association for improving the condition of the poor",1917_Theadequacyandeconom.txt
American Red cross text-book on home dietetics,1917,"Philadelphia, P. Blakiston's",1917_AmericanRedcrosstext.txt
"Eggless recipe book for cakes, cookies, muffins, and desserts",1917,[Chicago] O. H. Thompson,1917_Egglessrecipebookfor.txt
"Mrs. Norton's cook-book; selecting, cooking, and serving for the home table",1917,"New York and London, G.P. Putnam's Sons",1917_MrsNortonscookbookse.txt
"Mrs. Norton's cook-book; selecting, cooking, and serving for the home table",1917,"New York ; and London, G.P. Putnam's Sons",1917_MrsNortonscookbookse.txt
The new household discoveries; an encyclopedia of recipes and processes,1917,"Petersburg, N.Y., Toledo, O. [etc.] Success company's branch offices",1917_Thenewhouseholddisco.txt
"The Food question, health and economy",1917,"Mountain View, Cal., Kansas City Mo. [etc.], Pacific press publishing association",1917_TheFoodquestionhealt.txt
"Balanced meals with recipes : food values, drying and cold pack canning, menus, with and without meat, box luncheons",[1917],Chicago : Lake View Woman's Club,1917_Balancedmealswithrec.txt
Woman's Institute library of cookery,1917,"Scranton, Pa",1917_WomansInstitutelibra.txt
"How to plan meals in war time, with economical menus and suggestions for marketing",1917,"New York city, Teachers college, Columbia university",1917_Howtoplanmealsinwart.txt
"Hints to housewives on how to buy, how to care for food, meats, drippings and butter substitutes, substitutes for meat",1917,"New York [I. Goldmann company, printers]",1917_Hintstohousewivesonh.txt
"A calendar of dinners, with 615 recipes",1917,"Hamlton, Ont. : Procter & Gamble Distributing Co.",1917_Acalendarofdinnerswi.txt
The business of being a housewife; a manual to promote household efficiency and economy,1917,"[Chicago, Armour and company",1917_Thebusinessofbeingah.txt
Food study; a textbook in home economics for high schools,1917,"Boston, Little, Brown, and company",1917_Foodstudyatextbookin.txt
The digestibility and utilization of egg proteins,1917,[New Haven?],1917_Thedigestibilityandu.txt
Better meals for less money,1917,"New York, H. Holt",1917_Bettermealsforlessmo.txt
American Red cross text-book on home dietetics,1917,"Philadelphia, P. Blakiston's",1917_AmericanRedcrosstext.txt
Canned_Fruit_Preserves_And_Jellies_USDA_Farmers_Bulletin_203,1917,Gerard Arthus,1917_CannedFruitPreserves.txt
The physiology of food and economy in diet,1917,"London, Longmans",1917_Thephysiologyoffooda.txt
"Siebel's manual and record book for bakers and millers; comprising a concise yet comprehensive treatise on modern baking, as also scientific information important to the baker and miller, together with a collection in convenient form of bread and cake formulae and forms for maintaining bakeshop records",1917,"Chicago, Siebel institute of technology",1917_Siebelsmanualandreco.txt
"A text-book of sanitary and applied chemistry; or, The chemistry of water, air, and food",1917,"New York, Macmillan",1917_Atextbookofsanitarya.txt
War time cookery: a collection of recipes that will not only reduce the high cost of living but are especially adapted to wheatless and meatless days,1917,Chicago,1917_Wartimecookeryacolle.txt
Things girls like to do,1917,"Philadelphia, San Francisco, Uplift Publishing Company",1917_Thingsgirlsliketodo.txt
"Camps, billets, cooking",1917,"New York, George U. Harvey, inc",1917_Campsbilletscooking.txt
"Hints to housewives on how to buy, how to care for food, meats ..",1917,"[New York, Isaac Goldman co.]",1917_Hintstohousewivesonh.txt
The Sentinel book of automatic cooking;,1917,"New Haven, Conn., The Sentinnel manufacturing co.",1917_TheSentinelbookofaut.txt
The people's home library; a library of three practical books,1917,"Cleveland, Ohio, The R. C. Barnum co.",1917_Thepeopleshomelibrar.txt
Elements of the theory and practice of cookery; a textbook of domestic science for use in schools,1917,"New York, Macmillan",1917_Elementsofthetheorya.txt
The just-wed cook book,[1917],"Reno, Nev., Just-Wed Cook Book Co",1917_Thejustwedcookbook.txt
Low-cost meals for high-cost times ..,1917,"Philadelphia, The New housekeeping department, The Ladies' home journal",1917_Lowcostmealsforhighc.txt
Utilization of food; recipes,1917,"[Columbus?] Agricultural division, Ohio branch. Council of national defense",1917_Utilizationoffoodrec.txt
The mess officer's assistant,[c1917],Fort Leavenworth [Kan.] U.S. Cavalry Association,c1917_Themessofficersassis.txt
The baby's food: recipes for the preparation of food for infants and children,1917,"Philadelphia, W.B. Saunders",1917_Thebabysfoodrecipesf.txt
"The Chinese cook book : containing more than one hundred recipes for everyday food prepared in the wholesome Chinese way, and many recipes of unique dishes peculiar to the Chinese, including Chinese pastry, ""stove parties,"" and Chinese candies",1917,New York : Frederick A. Stokes,1917_TheChinesecookbookco.txt
"Low cost cooking, a manual of cooking, diet, home management and care of children for housekeepers who must conduct their homes with small expenditure of money",1917,Chicago : American School of Home Economics,1917_Lowcostcookingamanua.txt
"Preservation of food; canning, preserving, drying an preserving, drying and preserving of eggs",1917,"[Columbus] Food supply and conservation committee, Ohio branch, Council of national defense",1917_Preservationoffoodca.txt
Tested menus and recipes based on a low cost dietary,1917,"[Rochester, N.Y.] Extension department, University of Rochester and Mechanics institute",1917_Testedmenusandrecipe.txt
Mrs. Allen's cook book,[c1917],"Boston, Small, Maynard & company",c1917_MrsAllenscookbook.txt
Practical Italian recipes for American kitchens ..,1917,"[Janesville, Wis., Gazette printing co.]",1917_PracticalItalianreci.txt
Ryzon baking book : a practical manual for the preparation of food requiring baking powder,1917,"New York : General Chemical Co., Food Dept.",1917_Ryzonbakingbookaprac.txt
Woman's Institute library of cookery,1917,"Scranton, Pa",1917_WomansInstitutelibra.txt
The baby's food;,1917,"Philadelphia and London, W. B. Saunders company",1917_Thebabysfood.txt
American Red cross text-book on home dietetics,1917,"Philadelphia, P. Blakiston's",1917_AmericanRedcrosstext.txt
Food for the sick; a manual for physician and patient,1917,"Philadelphia, London, W. B. Saunders company",1917_Foodforthesickamanua.txt
Woman's Institute library of cookery,1917,"Scranton, Pa",1917_WomansInstitutelibra.txt
"Mrs. Norton's cook-book; selecting, cooking, and serving for the home table",1917,"New York and London, G.P. Putnam's Sons",1917_MrsNortonscookbookse.txt
Uncle Sams̓ advice to housewives,1917,"New York, The Christian herald",1917_UncleSamsadvicetohou.txt
The Chinese cook book,1917,"New York, Frederick A. Stokes company",1917_TheChinesecookbook.txt
A thousand ways to please a husband with Bettina's best recipes,1917,"New York, A. L. Burt company",1917_Athousandwaystopleas.txt
Ten things Americans should know and seven things Americans should do,1917,"Washington, D.C., United States Food administration",1917_TenthingsAmericanssh.txt
The uses of the peanut on the home table,1917,"Austin, Tex., The University",1917_Theusesofthepeanuton.txt
"Relative cost of natural gas, soft coal, coal oil, gasoline, and electricity for cooking. Based on tests made in the laboratory of the Department of home economics, the Ohio state university, Columbus, Ohio",1917,[Columbus],1917_Relativecostofnatura.txt
An all-western conservation cook book;,1917,"Portland, Or., Modern printing & publishing co.",1917_Anallwesternconserva.txt
Food for the sick; a manual for physician and patient,1917,"Philadelphia, London, W. B. Saunders company",1917_Foodforthesickamanua.txt
The baby's food;,1917,"Philadelphia and London, W. B. Saunders company",1917_Thebabysfood.txt
The A B C of Cooking: For Men with No Experience of Cooking on Small Boats ...,1917,"Moffat, Yard and Co.",1917_TheABCofCookingForMe.txt
An outline on the history of cookery,1917,"New York, Teachers College, Columbia University",1917_Anoutlineonthehistor.txt
The effective small home,1917,"New York, R. M. McBride & company",1917_Theeffectivesmallhom.txt
"Food, fuel for the human engine; what to buy, how to cook it, how to eat it",[1917],"New York, London, Funk & Wagnalls company",1917_Foodfuelforthehumane.txt
American Red cross text-book on home dietetics,1917,"Philadelphia, P. Blakiston's",1917_AmericanRedcrosstext.txt
Food for the worker; the food values and cost of a series of menus and recies for seven weeks,1917,Boston : Whitcomb & Barrows,1917_Foodfortheworkerthef.txt
Food study; a textbook in home economics for high schools,1917,"Boston, Little, Brown, and company",1917_Foodstudyatextbookin.txt
"Health survey of New Haven, a report presented to the Civic Federation of New Haven",1917,"New Haven, Yale Univ. Press",1917_HealthsurveyofNewHav.txt
Woman's Institute library of cookery,1917,"Scranton, Pa",1917_WomansInstitutelibra.txt
The khaki kook book; a collection of a hundred cheap and practical recipes mostly from Hindustan,c1917,[New York] Printed for the author by the Abingdon press,c1917_Thekhakikookbookacol.txt
